"Time (CH28, Marker)","Delta T (CH28, Marker)","Mean (CH 5, Rate)","Mean (CH 2, EDA)","Mean (CH40, OO/Zygo Integrated)","Mean (CH41, Corrugator Integrated)","Mean (CH28, Marker)"
176,0.5,71.17437722,0.568540653,5.68E-05,0.000322548,0
176.5,0.5,74.21938504,0.567967459,5.72E-05,0.000321753,0
177,0.5,75.32760566,0.566969089,6.20E-05,0.000323809,0
177.5,0.5,72.46376812,0.565553463,5.70E-05,0.000324651,0
178,0.5,71.77966824,0.564335197,5.66E-05,0.000322696,99999
179,0.5,72.60192782,0.561810948,5.51E-05,0.000319279,0.828343313
179.5,0.5,73.40073735,0.560582327,5.56E-05,0.000322651,0
180,0.5,70.67137809,0.559142335,5.69E-05,0.00032434,0
180.5,0.5,70.89814858,0.558206098,5.63E-05,0.000322409,0
181,0.5,71.34363853,0.556708848,5.61E-05,0.000320149,0
181.5,0.5,71.98153297,0.555212207,5.73E-05,0.000323571,0
182,0.5,72.29229336,0.553851404,5.69E-05,0.000324273,0
182.5,0.5,72.46376812,0.552753745,5.72E-05,0.000327956,0
183,0.5,72.40138198,0.55140817,5.85E-05,0.000333042,0
183.5,0.5,72.28915663,0.550373253,5.79E-05,0.00034032,0
184,0.5,73.39342566,0.549086763,6.07E-05,0.000334227,0
184.5,0.5,73.9917939,0.547733269,5.63E-05,0.000327936,0
185,0.5,75.18796992,0.546190334,5.78E-05,0.000334844,0
185.5,0.5,75.66558755,0.544658364,5.75E-05,0.000333384,0
186,0.5,76.04757587,0.543362737,5.70E-05,0.000332966,0
186.5,0.5,77.02182285,0.541923355,5.82E-05,0.000332863,0
187,0.5,77.20035518,0.540405395,5.72E-05,0.0003338,0
187.5,0.5,77.41935484,0.539171291,5.71E-05,0.000333047,0
188,0.5,73.91279286,0.537396277,5.71E-05,0.000327003,0
188.5,0.5,72.7952488,0.535105936,5.83E-05,0.000326834,0
189,0.5,69.20415225,0.534249494,5.99E-05,0.000327543,0
189.5,0.5,70.87586961,0.533388789,5.90E-05,0.000325545,0
190,0.5,73.0816078,0.532086462,5.69E-05,0.000326331,0
190.5,0.5,70.67582973,0.5306818,5.64E-05,0.000325973,0
191,0.5,69.68641115,0.529592061,5.61E-05,0.000326672,0
191.5,0.5,68.32489781,0.528295825,5.73E-05,0.00032659,0
192,0.5,69.01083878,0.526874108,5.72E-05,0.000328958,0
192.5,0.5,71.09004739,0.525482848,5.60E-05,0.000325377,2.564870259
193,0.5,72.50172479,0.524266409,6.03E-05,0.000326143,2.345309381
193.5,0.5,73.34963325,0.522787433,6.22E-05,0.000328378,0
194,0.5,71.37992742,0.521851195,5.77E-05,0.00032928,0
194.5,0.5,71.39875881,0.520431914,6.36E-05,0.000327276,0
195,0.5,71.77033493,0.519857502,6.55E-05,0.000326918,0
195.5,0.5,74.01255839,0.518971213,5.79E-05,0.000325373,99999
282.5,0.5,71.17437722,0.617639842,5.75E-05,0.000326793,0.159680639
283,0.5,68.71719135,0.615531632,5.57E-05,0.000323879,0
283.5,0.5,68.10442679,0.61349469,5.65E-05,0.000323687,0
284,0.5,65.52147593,0.611517444,5.59E-05,0.000323459,0
284.5,0.5,66.2933464,0.609462837,5.71E-05,0.000324039,0
285,0.5,69.12442396,0.60768965,5.61E-05,0.000320579,3.822355289
285.5,0.5,68.11958791,0.60587626,5.67E-05,0.000323548,1.077844311
286,0.5,66.81514477,0.60416155,5.60E-05,0.000324842,0
286.5,0.5,65.98340408,0.602616788,5.62E-05,0.000322604,0
287,0.5,65.43075245,0.600881976,5.52E-05,0.000322891,0
287.5,0.5,71.42022318,0.599142901,5.54E-05,0.000324313,0
288,0.5,71.35388287,0.597718747,5.58E-05,0.000323779,0
288.5,0.5,69.36416185,0.596293984,5.64E-05,0.000323566,0
289,0.5,68.97298917,0.594713283,5.55E-05,0.000325114,0
289.5,0.5,68.49315068,0.593486489,5.61E-05,0.000324356,0
290,0.5,73.56952903,0.591947818,5.60E-05,0.000322275,0
290.5,0.5,74.0892762,0.590429858,5.54E-05,0.000322083,0
291,0.5,71.94244604,0.589432098,5.63E-05,0.000325738,0
291.5,0.5,71.30453439,0.588719412,5.60E-05,0.000326559,0
292,0.5,70.58823529,0.587462161,5.58E-05,0.000323421,0
292.5,0.5,70.91504426,0.585988058,5.56E-05,0.000323185,0
293,0.5,71.05963542,0.5842368,5.83E-05,0.000324912,0
293.5,0.5,71.51370679,0.582988077,5.60E-05,0.000322968,0
294,0.5,70.28570637,0.582121889,5.54E-05,0.000322514,0
294.5,0.5,67.87330317,0.58171377,5.72E-05,0.000322376,0
295,0.5,68.4270133,0.580821999,5.74E-05,0.00032361,0
295.5,0.5,68.80733945,0.57882526,5.58E-05,0.000322902,0
296,0.5,70.70672241,0.576957048,5.63E-05,0.000321423,0
296.5,0.5,112.3200606,0.574871375,8.45E-05,0.000322353,0
297,0.5,178.041543,0.573580013,0.000203293,0.00032151,0
297.5,0.5,140.6229025,0.57194449,0.000106743,0.000321481,0
298,0.5,67.11409396,0.57042653,5.67E-05,0.00032243,0
298.5,0.5,72.18473815,0.569102883,5.51E-05,0.000322561,0
299,0.5,74.01444777,0.567647664,5.56E-05,0.000321161,2.155688623
299.5,0.5,70.33997655,0.566338027,5.77E-05,0.000320827,2.754491018
300,0.5,69.68340869,0.564957731,5.59E-05,0.000323065,0
300.5,0.5,67.64374295,0.563755302,5.66E-05,0.000323134,0
301,0.5,70.44930461,0.562611959,5.55E-05,0.000320707,0
301.5,0.5,72.37635706,0.561167095,5.65E-05,0.000319838,0
302,0.5,71.22612406,0.559649743,5.73E-05,0.000323315,99999
409.5,0.5,65.34390509,0.606873411,5.52E-05,0.000325708,4.441117764
410,0.5,70.33997655,0.606314836,6.00E-05,0.000335112,0
410.5,0.5,68.15051295,0.605822047,6.12E-05,0.000333754,0
411,0.5,68.267372,0.604774947,6.01E-05,0.000328881,0
411.5,0.5,69.60556845,0.603875866,5.44E-05,0.000328742,0
412,0.5,71.57672658,0.603070592,5.52E-05,0.000326779,99999
413,0.5,70.03278091,0.601907148,5.49E-05,0.000318451,0.528942116
413.5,0.5,69.4173504,0.6016105,5.53E-05,0.000321628,0
414,0.5,69.84866123,0.601097609,5.53E-05,0.000319998,0
414.5,0.5,72.50790744,0.600246041,5.67E-05,0.000320702,0
415,0.5,75.09386733,0.599350615,5.49E-05,0.000319162,0
415.5,0.5,71.17679535,0.598550214,5.60E-05,0.000319795,0
416,0.5,70.09471446,0.597763823,5.54E-05,0.000320639,0
416.5,0.5,68.33712984,0.59700667,5.61E-05,0.000316918,0
417,0.5,68.57913243,0.596300685,5.56E-05,0.00031815,0
417.5,0.5,69.12442396,0.59522191,5.46E-05,0.000318909,0
418,0.5,73.04453824,0.594564046,5.84E-05,0.000318065,0
418.5,0.5,74.65762901,0.594871658,5.53E-05,0.000320639,0
419,0.5,71.25890736,0.594646888,5.52E-05,0.000320752,0
419.5,0.5,70.90531792,0.594219276,5.52E-05,0.000318454,0
420,0.5,70.09345794,0.593423139,5.57E-05,0.00032241,0
420.5,0.5,71.3889439,0.592251167,5.54E-05,0.000324619,0
421,0.5,72.11538462,0.590933611,5.54E-05,0.000319791,0
421.5,0.5,68.2991111,0.589600828,5.57E-05,0.000319184,0
422,0.5,67.6825512,0.588768752,5.48E-05,0.000320925,0
422.5,0.5,64.58557589,0.587947031,5.58E-05,0.000318572,0
423,0.5,64.49496588,0.586936479,5.48E-05,0.000318642,0
423.5,0.5,63.89776358,0.586164707,5.52E-05,0.000317691,0
424,0.5,65.16742944,0.586386431,5.45E-05,0.000318868,0
424.5,0.5,67.49156355,0.592477764,5.45E-05,0.000318011,0
425,0.5,65.99654535,0.613547685,5.86E-05,0.000321627,0
425.5,0.5,64.44683136,0.646947682,5.45E-05,0.000317074,0
426,0.5,66.21055687,0.689597368,5.54E-05,0.000320103,0
426.5,0.5,66.98698291,0.778133065,5.41E-05,0.000319849,2.894211577
427,0.5,70.75471698,0.861776203,5.52E-05,0.00031925,2.045908184
427.5,0.5,72.1610367,0.918451184,5.83E-05,0.000319483,0
428,0.5,121.1725587,0.956451964,5.56E-05,0.000321001,0
428.5,0.5,140.8125143,0.958426165,5.50E-05,0.000321231,0
429,0.5,119.9454431,0.949096071,5.50E-05,0.000318687,0
429.5,0.5,167.4555809,0.939970036,5.99E-05,0.000318343,99999
534.5,0.5,87.46355685,1.19895463,5.71E-05,0.00033386,1.037924152
535,0.5,83.61395679,1.196079521,5.74E-05,0.00033481,0
535.5,0.5,81.54731056,1.193308573,5.62E-05,0.000332173,0
536,0.5,78.74015748,1.190316511,5.63E-05,0.000328916,0
536.5,0.5,93.52459892,1.187515107,6.42E-05,0.000327692,0
537,0.5,91.37925798,1.184976848,5.64E-05,0.00032803,3.103792415
537.5,0.5,64.3776824,1.182386204,5.62E-05,0.000323054,1.796407186
538,0.5,64.3776824,1.180079416,5.69E-05,0.000323492,0
538.5,0.5,56.04149978,1.177046542,5.52E-05,0.000320982,0
539,0.5,56.93573519,1.173838237,5.53E-05,0.000322133,0
539.5,0.5,65.50218341,1.170695109,5.58E-05,0.000322652,0
540,0.5,67.69497224,1.16774264,5.54E-05,0.000325093,0
540.5,0.5,70.58823529,1.165225092,5.54E-05,0.000324999,0
541,0.5,103.6540924,1.162397495,5.47E-05,0.000320467,0
541.5,0.5,179.9788242,1.159591827,5.52E-05,0.000319194,0
542,0.5,167.1320452,1.156597328,5.50E-05,0.000320474,0
542.5,0.5,147.1908603,1.153727701,5.52E-05,0.000322696,0
543,0.5,70.83825266,1.1518936,5.76E-05,0.000321846,0
543.5,0.5,69.26434218,1.149505798,5.50E-05,0.000323764,0
544,0.5,66.81514477,1.147510277,5.52E-05,0.000322246,0
544.5,0.5,65.96489764,1.144875776,8.13E-05,0.000322355,0
545,0.5,65.28835691,1.142244929,6.53E-05,0.000321619,0
545.5,0.5,69.64369778,1.1388216,5.78E-05,0.000319073,0
546,0.5,102.4865642,1.135439692,5.57E-05,0.000321599,0
546.5,0.5,163.9344262,1.132130271,5.58E-05,0.000319677,0
547,0.5,114.9946917,1.128610089,5.57E-05,0.000321904,0
547.5,0.5,176.0159151,1.126045029,5.58E-05,0.000322557,0
548,0.5,175.5451508,1.122675913,5.58E-05,0.000322279,0
548.5,0.5,179.2965793,1.119537049,5.53E-05,0.000319936,0
549,0.5,180.1801802,1.116845289,5.54E-05,0.000320817,0
549.5,0.5,180.1801802,1.11423698,5.91E-05,0.000322806,0
550,0.5,62.00770675,1.110916595,5.78E-05,0.000321135,0
550.5,0.5,54.26054819,1.107805142,5.56E-05,0.000321687,0
551,0.5,68.64988558,1.104260595,5.50E-05,0.0003206,1.586826347
551.5,0.5,70.7440898,1.101209446,5.35E-05,0.000319683,3.313373253
552,0.5,72.63922518,1.098751593,5.49E-05,0.000321226,0
552.5,0.5,68.2823296,1.095901459,5.75E-05,0.000320845,0
553,0.5,66.59267481,1.093278531,5.53E-05,0.000322668,0
553.5,0.5,65.37660576,1.090558751,5.55E-05,0.000322821,0
554,0.5,65.6726299,1.087644048,5.57E-05,0.000321606,99999
692.5,0.5,59.94005994,0.786963061,5.58E-05,0.000318159,1.457085828
693,0.5,66.77266245,0.784993733,5.50E-05,0.000319003,0
693.5,0.5,70.55501794,0.78328085,5.66E-05,0.000319132,0
694,0.5,73.6196319,0.781625226,5.57E-05,0.000318996,0
694.5,0.5,72.35952037,0.779843511,5.78E-05,0.000320767,0
695,0.5,69.04487917,0.778146466,5.59E-05,0.000318457,2.375249501
695.5,0.5,68.79634123,0.776904443,5.61E-05,0.000318306,2.53493014
696,0.5,68.57142857,0.774762121,5.47E-05,0.000318457,0
696.5,0.5,82.06674007,0.772530257,5.38E-05,0.000320299,0
697,0.5,166.7910271,0.770724177,5.72E-05,0.000319641,0
697.5,0.5,138.5681293,0.768850483,5.49E-05,0.000320308,0
698,0.5,94.29882183,0.767332522,5.46E-05,0.000326924,0
698.5,0.5,78.47703243,0.765531924,5.58E-05,0.000331231,0
699,0.5,109.3192259,0.764032847,5.61E-05,0.000331439,0
699.5,0.5,148.9985783,0.762107986,5.44E-05,0.000325035,0
700,0.5,140.70992,0.760157541,5.49E-05,0.000326043,0
700.5,0.5,77.82101167,0.758417248,5.58E-05,0.000325545,0
701,0.5,75.59724285,0.756739694,5.75E-05,0.000326042,0
701.5,0.5,71.34363853,0.755047522,5.56E-05,0.000323641,0
702,0.5,68.99670561,0.753124488,5.68E-05,0.000325041,0
702.5,0.5,67.11409396,0.7513312,5.63E-05,0.000324666,0
703,0.5,72.09884309,0.749759027,5.50E-05,0.00032398,0
703.5,0.5,72.00346927,0.748084519,5.55E-05,0.000325865,0
704,0.5,66.74082314,0.746295495,5.67E-05,0.000327689,0
704.5,0.5,66.38519517,0.744560074,5.71E-05,0.000331261,0
705,0.5,65.43075245,0.742830136,5.64E-05,0.000337718,0
705.5,0.5,67.41398127,0.741116035,5.64E-05,0.000336201,0
706,0.5,69.12442396,0.739623049,5.51E-05,0.000335936,0
706.5,0.5,69.18823842,0.738250672,5.91E-05,0.000329991,0
707,0.5,69.19893972,0.736605402,5.66E-05,0.000324117,0
707.5,0.5,66.59267481,0.735022874,5.40E-05,0.000326028,0
708,0.5,67.3450146,0.733695573,5.51E-05,0.000326374,0
708.5,0.5,69.36416185,0.735643581,5.54E-05,0.000326143,0
709,0.5,73.74128954,0.739709546,5.74E-05,0.000325816,0.229540918
709.5,0.5,81.9019304,0.741134918,6.37E-05,0.000325792,4.670658683
710,0.5,123.1690465,0.740109137,6.09E-05,0.000324788,0
710.5,0.5,167.3008091,0.737350982,5.97E-05,0.000322645,0
711,0.5,136.6882945,0.734980844,5.42E-05,0.00031647,0
711.5,0.5,125.6885932,0.733163799,5.47E-05,0.000317841,0
712,0.5,135.6922283,0.732341469,5.81E-05,0.000320073,99999
810,0.5,151.5302971,0.682571015,5.45E-05,0.000317163,3.572854291
810.5,0.5,155.8441558,0.681495895,5.57E-05,0.0003163,0
811,0.5,122.1624741,0.680499962,5.58E-05,0.000317151,0
811.5,0.5,73.52941176,0.679432151,5.56E-05,0.000317558,0
812,0.5,75.63379169,0.678403325,5.83E-05,0.000317941,0
812.5,0.5,75.35316151,0.677139983,5.89E-05,0.000318491,0.099800399
813,0.5,68.96551724,0.676496129,5.42E-05,0.000315482,4.800399202
813.5,0.5,68.15322719,0.675975929,5.47E-05,0.000317705,0
814,0.5,66.07929515,0.675120097,5.61E-05,0.000315966,0
814.5,0.5,68.99986748,0.674058377,5.54E-05,0.000315028,0
815,0.5,71.00591716,0.672929653,5.53E-05,0.000316135,0
815.5,0.5,69.65949757,0.671762554,5.60E-05,0.000319013,0
816,0.5,69.27222995,0.670763575,5.60E-05,0.000320476,0
816.5,0.5,67.34006734,0.669770079,5.58E-05,0.000325847,0
817,0.5,69.16169433,0.668793638,5.64E-05,0.000327303,0
817.5,0.5,71.77033493,0.667814152,5.72E-05,0.000322999,0
818,0.5,71.33972277,0.666921772,5.50E-05,0.000320844,0
818.5,0.5,71.17437722,0.665708987,5.65E-05,0.00032186,0
819,0.5,68.56807518,0.664462701,5.50E-05,0.000318476,0
819.5,0.5,68.22904279,0.663191439,5.67E-05,0.000321786,0
820,0.5,67.03910615,0.66212302,5.44E-05,0.00032238,0
820.5,0.5,67.15925033,0.661129523,5.53E-05,0.000321016,0
821,0.5,67.34006734,0.659891155,5.54E-05,0.000322917,0
821.5,0.5,69.80485659,0.658771568,5.83E-05,0.000322133,0
822,0.5,70.83825266,0.657556956,5.63E-05,0.000322259,0
822.5,0.5,66.65723886,0.656420314,5.42E-05,0.000321175,0
823,0.5,66.2424389,0.655188037,5.43E-05,0.000322182,0
823.5,0.5,67.03910615,0.65419515,5.57E-05,0.000321302,0
824,0.5,80.42977809,0.652994548,5.45E-05,0.000322728,0
824.5,0.5,86.20689655,0.651888362,5.59E-05,0.000326626,0
825,0.5,67.51583041,0.650868064,5.54E-05,0.000324807,0
825.5,0.5,62.50920977,0.649834364,5.66E-05,0.000326455,0
826,0.5,70.89417792,0.648865843,5.57E-05,0.000322805,0
826.5,0.5,131.2734841,0.6478626,5.50E-05,0.000317224,99999
827.5,0.5,136.9642945,0.645921292,5.56E-05,0.000313897,1.487025948
828,0.5,156.0615301,0.64510749,5.45E-05,0.000316118,0
828.5,0.5,134.5298846,0.64465064,5.49E-05,0.000314802,0
829,0.5,119.2786241,0.646967783,5.51E-05,0.000316703,0
829.5,0.5,71.77033493,0.651518009,5.54E-05,0.000316958,0
830,0.5,71.00914121,0.653948451,5.51E-05,0.000315977,99999
