"Time (CH28, Marker)","Delta T (CH28, Marker)","Mean (CH 5, Rate)","Mean (CH 2, EDA)","Mean (CH40, OO/Zygo Integrated)","Mean (CH41, Corrugator Integrated)","Mean (CH28, Marker)"
202.5,0.5,64.58557589,0.15873831,8.62E-05,0.00028092,0
203,0.5,64.47394243,0.158913131,8.17E-05,0.000281617,0
203.5,0.5,63.82978723,0.158894248,8.91E-05,0.000281326,0
204,0.5,63.39675832,0.158821761,9.72E-05,0.000279908,99999
204.5,0.5,57.80346821,0.158593336,8.03E-05,0.000278451,4.900199601
205,0.5,57.80346821,0.158589072,7.59E-05,0.000281452,0
205.5,0.5,57.21547862,0.158586026,7.82E-05,0.000279977,0
206,0.5,57.31325714,0.158515976,6.85E-05,0.00028047,0
206.5,0.5,61.66495375,0.158478819,7.64E-05,0.000280291,0
207,0.5,62.19021726,0.158422169,7.66E-05,0.000281352,99999
378.5,0.5,58.42371668,0.152606774,6.82E-05,0.000282146,2.5249501
379,0.5,58.65102639,0.152650022,9.17E-05,0.000283149,0
379.5,0.5,59.37142613,0.152653068,8.21E-05,0.000283254,0
380,0.5,60.66734075,0.15255987,7.44E-05,0.000282914,0
380.5,0.5,60.88975554,0.152536723,6.58E-05,0.000282445,0
381,0.5,61.2244898,0.152411851,6.65E-05,0.000282035,1.626746507
381.5,0.5,61.54355849,0.152283324,6.28E-05,0.000281128,3.283433134
382,0.5,61.91950464,0.152246167,5.95E-05,0.000283802,0
382.5,0.5,66.92561212,0.15215967,6.16E-05,0.000284148,0
383,0.5,68.88633754,0.152072564,6.27E-05,0.000282472,0
383.5,0.5,64.38423328,0.152017742,5.91E-05,0.000282966,0
384,0.5,63.42494715,0.15208962,5.81E-05,0.000283404,0
384.5,0.5,60.99904266,0.152084137,6.23E-05,0.000283703,0
385,0.5,60.54490414,0.152109721,6.06E-05,0.000281572,0
385.5,0.5,59.4714675,0.152077437,5.88E-05,0.000283494,0
386,0.5,59.23000987,0.152057945,6.22E-05,0.000282796,0
386.5,0.5,58.28764806,0.152013478,6.19E-05,0.000281398,0
387,0.5,57.97101449,0.151951346,6.65E-05,0.000282182,0
387.5,0.5,61.58859478,0.151861804,6.80E-05,0.000284512,0
388,0.5,62.37006237,0.151799672,5.85E-05,0.000282592,0
388.5,0.5,62.02745452,0.15172414,5.99E-05,0.000282306,0
389,0.5,61.98347107,0.151662008,0.00012545,0.000283813,0
389.5,0.5,58.82238982,0.151601704,0.000100784,0.000282493,0
390,0.5,58.13953488,0.151616323,7.75E-05,0.000283039,0
390.5,0.5,58.18241936,0.151502415,7.38E-05,0.000282551,0
391,0.5,58.19592629,0.151507897,8.62E-05,0.000281443,0
391.5,0.5,58.31558868,0.151473786,7.61E-05,0.000282832,0
392,0.5,58.36575875,0.151434192,6.98E-05,0.000283536,0
392.5,0.5,64.37639787,0.151320893,6.67E-05,0.00028202,0
393,0.5,65.30332758,0.151208813,7.27E-05,0.000282689,0
393.5,0.5,65.64551422,0.151151554,6.51E-05,0.000283606,0
394,0.5,65.29161226,0.151708302,6.81E-05,0.000283151,0
394.5,0.5,62.9590766,0.151873377,6.09E-05,0.000282056,0
395,0.5,62.55535174,0.151633988,5.52E-05,0.000282066,0.109780439
395.5,0.5,59.34718101,0.152217538,6.04E-05,0.000283481,4.800399202
396,0.5,61.7797893,0.151937336,6.12E-05,0.000282841,0
396.5,0.5,66.96428571,0.151755815,6.61E-05,0.000282545,0
397,0.5,65.97952743,0.151781398,6.47E-05,0.000283682,0
397.5,0.5,64.86486486,0.151676627,6.81E-05,0.000282092,0
398,0.5,62.39787647,0.15169551,6.99E-05,0.000281961,99999
465,0.5,60.09553327,0.152496521,5.74E-05,0.000281458,3.892215569
465.5,0.5,57.69230769,0.152671951,5.64E-05,0.000283228,0
466,0.5,57.0207536,0.152670124,5.71E-05,0.000283486,0
466.5,0.5,56.07476636,0.152671342,5.59E-05,0.000283846,0
467,0.5,59.30053685,0.152695707,5.66E-05,0.000281041,0
467.5,0.5,62.56517205,0.152653068,5.81E-05,0.000282235,99999
468.5,0.5,63.76195537,0.152634185,5.53E-05,0.000282306,0.129740519
469,0.5,61.04328096,0.152650022,5.85E-05,0.000283045,0
469.5,0.5,59.11330049,0.152620175,6.02E-05,0.000282221,0
470,0.5,59.01767941,0.152534287,5.86E-05,0.000281832,0
470.5,0.5,58.93909627,0.152459973,5.99E-05,0.000282173,0
471,0.5,60.00694105,0.152430734,5.87E-05,0.000283316,0
471.5,0.5,60.79027356,0.152233375,6.18E-05,0.00028327,0
472,0.5,67.20467879,0.15225774,6.08E-05,0.0002828,0
472.5,0.5,68.57142857,0.152135305,6.06E-05,0.000281438,0
473,0.5,65.46209653,0.152073782,6.87E-05,0.000282595,0
473.5,0.5,65.43075245,0.152118858,5.96E-05,0.000282436,0
474,0.5,58.45810538,0.152254086,5.77E-05,0.000282608,0
474.5,0.5,57.80346821,0.152299771,5.89E-05,0.000282259,0
475,0.5,55.71528606,0.152424034,5.98E-05,0.00028314,0
475.5,0.5,54.94505495,0.15253185,6.37E-05,0.00028324,0
476,0.5,56.86455779,0.152653068,6.06E-05,0.000282655,0
476.5,0.5,57.85920926,0.152708499,6.03E-05,0.000283825,0
477,0.5,63.17411527,0.15267256,9.12E-05,0.000282949,0
477.5,0.5,64.51612903,0.152573271,8.79E-05,0.00028252,0
478,0.5,59.76079631,0.152343019,9.25E-05,0.000283477,0
478.5,0.5,57.97101449,0.152083528,0.000105594,0.0002833,0
479,0.5,57.11185505,0.151918453,8.67E-05,0.000282325,0
479.5,0.5,56.55042413,0.151775916,8.56E-05,0.000281789,0
480,0.5,58.06767027,0.15163216,9.24E-05,0.000283495,0
480.5,0.5,59.17159763,0.151683328,8.41E-05,0.000284318,0
481,0.5,75.78675637,0.151568201,7.83E-05,0.000284569,0
481.5,0.5,74.6951819,0.151894697,8.48E-05,0.000282456,0
482,0.5,62.9590766,0.151696729,0.000110782,0.000282239,3.253493014
482.5,0.5,63.02270537,0.15127399,0.000111374,0.000283485,1.656686627
483,0.5,63.29113924,0.151288,0.000104829,0.000282498,0
483.5,0.5,64.25060646,0.151213686,0.000134726,0.000283192,0
484,0.5,65.86169045,0.151384243,0.000111562,0.000283419,0
484.5,0.5,69.04102301,0.151327594,9.52E-05,0.000283691,0
485,0.5,70.58823529,0.151278863,8.10E-05,0.00028376,99999
593.5,0.5,55.62677573,0.148047411,6.30E-05,0.000280009,4.321357285
594,0.5,58.97303569,0.147041732,7.53E-05,0.000282155,0
594.5,0.5,75.28230866,0.14796396,6.91E-05,0.00028338,0
595,0.5,76.43459086,0.148419591,6.65E-05,0.000297911,0
595.5,0.5,77.12082262,0.148384262,5.94E-05,0.00028253,0
596,0.5,66.56805082,0.148555428,6.35E-05,0.000282706,99999
597,0.5,58.00842186,0.149053699,5.90E-05,0.000281376,0.399201597
597.5,0.5,50.97706032,0.149034816,5.82E-05,0.000282797,0
598,0.5,50.97706032,0.14901837,6.26E-05,0.000282974,0
598.5,0.5,51.18585746,0.148953801,6.49E-05,0.000283469,0
599,0.5,51.19453925,0.148911162,6.33E-05,0.000281912,0
599.5,0.5,53.22904416,0.148900807,5.95E-05,0.000282188,0
600,0.5,53.95683453,0.148916035,6.23E-05,0.000283075,0
600.5,0.5,57.75607201,0.148902634,6.53E-05,0.000282783,0
601,0.5,59.28853755,0.148923345,6.49E-05,0.000282995,0
601.5,0.5,58.86353011,0.148918472,6.82E-05,0.000283171,0
602,0.5,58.65102639,0.148936746,6.20E-05,0.000282062,0
602.5,0.5,56.67550529,0.14891969,5.99E-05,0.000282888,0
603,0.5,54.34782609,0.148953192,6.02E-05,0.000281924,0
603.5,0.5,54.77972453,0.148902634,9.41E-05,0.000283443,0
604,0.5,55.76208178,0.148826493,6.94E-05,0.000282244,0
604.5,0.5,56.18868431,0.148820401,7.19E-05,0.000283332,0
605,0.5,57.63688761,0.148936137,6.92E-05,0.00028175,0
605.5,0.5,61.67689836,0.14897573,6.49E-05,0.000282984,0
606,0.5,66.96428571,0.150053896,5.73E-05,0.000282422,0
606.5,0.5,64.88074272,0.148984258,5.74E-05,0.000282498,0
607,0.5,63.02521008,0.148903243,6.01E-05,0.00028175,0
607.5,0.5,62.47825868,0.147973097,5.57E-05,0.000283132,0
608,0.5,62.11180124,0.14875766,5.51E-05,0.000282398,0
608.5,0.5,66.44175533,0.149839481,6.58E-05,0.000280804,0
609,0.5,69.99891155,0.14861025,6.12E-05,0.000283313,0
609.5,0.5,77.22007722,0.148747305,6.86E-05,0.000283674,0
610,0.5,72.83023148,0.148639489,5.72E-05,0.000280438,0
610.5,0.5,68.72852234,0.148503652,6.57E-05,0.000280756,3.143712575
611,0.5,72.43946401,0.148848421,5.84E-05,0.000280998,1.766467066
611.5,0.5,72.90603387,0.150182423,5.72E-05,0.000282532,0
612,0.5,64.30868167,0.150102018,5.52E-05,0.000282471,0
612.5,0.5,64.30868167,0.149919278,5.51E-05,0.000283616,0
613,0.5,59.77003347,0.149751766,5.40E-05,0.00028118,0
613.5,0.5,59.76095618,0.149758466,5.59E-05,0.000284074,99999
713.5,0.5,79.26023778,0.14737371,5.92E-05,0.000278624,4.341317365
714,0.5,67.25235804,0.14738041,6.00E-05,0.000281968,0
714.5,0.5,65.86169045,0.14728173,5.82E-05,0.00028295,0
715,0.5,58.94403803,0.147295131,5.99E-05,0.000282764,0
715.5,0.5,57.19733079,0.147237264,5.83E-05,0.000282376,0
716,0.5,54.88908058,0.147097163,6.15E-05,0.00028261,99999
717,0.5,53.61768993,0.147016148,6.96E-05,0.000281791,0.419161677
717.5,0.5,55.09641873,0.146990565,6.92E-05,0.000281405,0
718,0.5,55.50538042,0.147023458,6.68E-05,0.000282012,0
718.5,0.5,56.81818182,0.14696559,6.58E-05,0.000283352,0
719,0.5,58.34552398,0.14695158,6.21E-05,0.000283126,0
719.5,0.5,61.91950464,0.146901022,6.10E-05,0.000282841,0
720,0.5,62.41387195,0.146859601,5.93E-05,0.000282874,0
720.5,0.5,63.15789474,0.146863865,5.68E-05,0.00028285,0
721,0.5,61.69179799,0.146877875,5.50E-05,0.000283215,0
721.5,0.5,59.23000987,0.146822444,5.63E-05,0.00028336,0
722,0.5,58.9236616,0.146799906,5.62E-05,0.000282486,0
722.5,0.5,58.25242718,0.146762749,6.13E-05,0.000282786,0
723,0.5,59.03697166,0.146714627,6.38E-05,0.000280931,0
723.5,0.5,60.60606061,0.146701836,5.68E-05,0.000282857,0
724,0.5,64.76918842,0.146678689,5.62E-05,0.00028221,0
724.5,0.5,67.95016988,0.146609856,5.68E-05,0.00028315,0
725,0.5,64.06311296,0.146584273,5.89E-05,0.000281117,0
725.5,0.5,61.72839506,0.146598283,7.03E-05,0.000282596,0
726,0.5,59.87375476,0.146624476,7.58E-05,0.000282204,0
726.5,0.5,58.47953216,0.146623867,0.000162096,0.000282872,0
727,0.5,58.92198221,0.146624476,0.000115147,0.000281898,0
727.5,0.5,59.28853755,0.146610466,8.88E-05,0.000281566,0
728,0.5,63.74103029,0.146606811,8.82E-05,0.000283502,0
728.5,0.5,65.50218341,0.146564171,7.99E-05,0.000282475,0
729,0.5,64.21426846,0.146516659,7.63E-05,0.000280535,0
729.5,0.5,63.96588486,0.146469756,0.000110497,0.000282046,0
730,0.5,60.04313702,0.14650204,9.17E-05,0.000281307,0
730.5,0.5,59.11330049,0.146407015,8.01E-05,0.00027978,2.974051896
731,0.5,62.25138296,0.146225493,0.00012023,0.000281204,1.936127745
731.5,0.5,67.99719489,0.145333113,8.04E-05,0.000282151,0
732,0.5,77.82101167,0.145868541,8.07E-05,0.000282268,0
732.5,0.5,71.20083737,0.146106712,5.66E-05,0.000282086,0
733,0.5,62.1761658,0.146439908,5.72E-05,0.000282023,0
733.5,0.5,62.02263493,0.146483766,5.43E-05,0.00028135,99999
855.5,0.5,67.69743651,0.143977182,5.62E-05,0.000281037,2.415169661
856,0.5,59.05511811,0.144011903,5.50E-05,0.000283603,0
856.5,0.5,59.05511811,0.143885203,5.56E-05,0.000282486,0
857,0.5,55.12553676,0.143961345,5.55E-05,0.000281843,0
857.5,0.5,54.94505495,0.143938807,5.87E-05,0.000282537,0
858,0.5,59.06600729,0.143818199,5.68E-05,0.000281659,1.417165669
858.5,0.5,60.68854132,0.14373962,5.42E-05,0.000282349,3.493013972
859,0.5,67.64374295,0.143826726,5.42E-05,0.000283061,0
859.5,0.5,66.49302604,0.143823681,5.61E-05,0.000283447,0
860,0.5,59.28853755,0.143823681,5.77E-05,0.000283847,0
860.5,0.5,59.28853755,0.143735966,5.49E-05,0.000281901,0
861,0.5,55.86250057,0.143792006,5.38E-05,0.000283075,0
861.5,0.5,55.81395349,0.143795051,5.56E-05,0.000281722,0
862,0.5,56.21651675,0.14369759,5.54E-05,0.000283056,0
862.5,0.5,56.28517824,0.143727438,5.59E-05,0.000281664,0
863,0.5,61.51714372,0.143640941,6.36E-05,0.000282249,0
863.5,0.5,61.98347107,0.143634849,0.000201868,0.000281914,0
864,0.5,61.4330016,0.143588555,9.11E-05,0.000283402,0
864.5,0.5,61.41248721,0.14354287,7.92E-05,0.000282497,0
865,0.5,59.16579326,0.143495358,8.59E-05,0.00028262,0
865.5,0.5,58.99705015,0.143519723,8.05E-05,0.000281713,0
866,0.5,58.64124443,0.143449064,7.03E-05,0.000282521,0
866.5,0.5,58.91444973,0.143432008,6.94E-05,0.000282866,0
867,0.5,65.28835691,0.143489267,8.63E-05,0.000283427,0
867.5,0.5,66.00553761,0.143422262,0.000100698,0.000282394,0
868,0.5,67.87330317,0.143401551,8.94E-05,0.000282069,0
868.5,0.5,65.76990178,0.14337414,8.05E-05,0.000283117,0
869,0.5,61.28702758,0.143335765,6.84E-05,0.00028243,0
869.5,0.5,61.35658989,0.143357694,7.28E-05,0.00028196,0
870,0.5,61.47540984,0.143306527,7.13E-05,0.000282563,0
870.5,0.5,65.49780735,0.14329008,7.48E-05,0.000281098,0
871,0.5,68.10442679,0.143246832,6.74E-05,0.000281847,0
871.5,0.5,63.5907106,0.143227948,6.03E-05,0.000282455,0
872,0.5,61.03763988,0.143196883,5.91E-05,0.000283393,99999
873,0.5,58.0270793,0.143049472,5.74E-05,0.00028288,0.01996008
873.5,0.5,63.34621879,0.143026325,5.92E-05,0.000282949,0
874,0.5,65.28835691,0.142975158,5.81E-05,0.00028187,0
874.5,0.5,68.5058982,0.142971503,5.94E-05,0.000282462,0
875,0.5,68.29825358,0.142909981,6.41E-05,0.000282021,0
875.5,0.5,61.72839506,0.142855159,5.73E-05,0.000282284,99999
984,0.5,66.66666667,0.142577394,5.38E-05,0.00028207,0.279441118
984.5,0.5,60.96946608,0.142665718,5.32E-05,0.000282314,0
985,0.5,57.08848716,0.142653536,5.58E-05,0.000281982,0
985.5,0.5,56.2922064,0.142652317,5.34E-05,0.000283622,0
986,0.5,55.19779209,0.142659018,5.21E-05,0.000282939,0
986.5,0.5,56.85423477,0.142582876,5.47E-05,0.000279693,3.552894212
987,0.5,59.34718101,0.142550592,5.34E-05,0.000280839,1.347305389
987.5,0.5,73.15859778,0.142570084,5.34E-05,0.000282051,0
988,0.5,76.14213198,0.14271384,5.37E-05,0.000281772,0
988.5,0.5,63.20834533,0.142764398,5.32E-05,0.000282174,0
989,0.5,61.03763988,0.142737596,5.41E-05,0.000281448,0
989.5,0.5,59.44746721,0.142710185,5.45E-05,0.000282078,0
990,0.5,59.11330049,0.1426645,5.26E-05,0.000280776,0
990.5,0.5,58.57975771,0.142691302,5.64E-05,0.000281788,0
991,0.5,58.42259007,0.142703485,5.36E-05,0.000281189,0
991.5,0.5,64.36337042,0.142653536,5.35E-05,0.000281884,0
992,0.5,64.93965762,0.142634043,5.17E-05,0.000282481,0
992.5,0.5,65.64551422,0.142598714,5.51E-05,0.000281101,0
993,0.5,65.11027201,0.142618206,5.28E-05,0.000282914,0
993.5,0.5,59.94005994,0.142607242,5.25E-05,0.000282245,0
994,0.5,59.88279496,0.142593841,5.37E-05,0.000282402,0
994.5,0.5,58.25242718,0.142556684,5.39E-05,0.000281902,0
995,0.5,58.6452976,0.142573739,5.30E-05,0.00028183,0
995.5,0.5,62.11180124,0.143884594,5.25E-05,0.000282255,0
996,0.5,64.77455772,0.142300848,6.06E-05,0.00028194,0
996.5,0.5,69.28406467,0.142282574,5.99E-05,0.000280134,0
997,0.5,69.43886146,0.142339223,5.90E-05,0.000282043,0
997.5,0.5,69.86790638,0.14245374,6.00E-05,0.000282341,0
998,0.5,75.66204288,0.142365416,5.34E-05,0.000281423,0
998.5,0.5,76.7178278,0.142289883,5.44E-05,0.000280433,0
999,0.5,78.05960803,0.14231303,5.28E-05,0.000281574,0
999.5,0.5,82.87292818,0.142320949,5.39E-05,0.000283001,0
1000,0.5,78.95647216,0.142335568,5.39E-05,0.000282536,0
1000.5,0.5,74.07407407,0.142243589,5.57E-05,0.000283187,2.175648703
1001,0.5,68.34270113,0.142108971,5.33E-05,0.000280745,2.714570858
1001.5,0.5,64.03415155,0.142157092,5.34E-05,0.000282196,0
1002,0.5,61.47081836,0.142159529,5.41E-05,0.000281555,0
1002.5,0.5,59.34718101,0.142116889,5.37E-05,0.000283128,0
1003,0.5,59.05248765,0.142085214,5.29E-05,0.000283069,0
1003.5,0.5,58.76591577,0.142065722,5.35E-05,0.000282524,99999
